brand,text,created_at,label,cleaned_text
samsung,It doesn't hold a good charge. It goes in and out of service all the time,2018/12/16,negative,doesnt hold good charge goes service time
samsung,Great for YouTube ð. Great picture! Love that screen! Good ui.,2019/7/14,positive,great youtube great picture love screen good ui
samsung,A good choice !. Wonderful phone !,2018/8/4,positive,good choice wonderful phone
samsung,GLAD I UPGRADED. I HAD AN OLDER GALAXY AND I MUST SAY I HAD NO COMPLAINTS BUT AM GLAD I UPGRADED TO THE GALAXY 4 PHONE. IT IS AWESOME,2013/12/5,positive,glad upgraded older galaxy must say complaints glad upgraded galaxy phone awesome
samsung,This did not arrive as anticipated. Required signature.. This did not arrive as anticipated. Required signature.,2015/6/3,negative,arrive anticipated required signature arrive anticipated required signature
samsung,A+. Great item. Item came on time and in good condition. would but again if i ever need another item from like this,2017/5/8,positive,great item item came time good condition would ever need another item like
samsung,"compact yet readable. After activity, its battery gets hot, which may be sign of bad things to come.",2018/8/2,positive,compact yet readable activity battery gets hot may sign bad things come
samsung,It's perfect.. It's perfect for what I was looking for. Came unlocked so its compatible with my cricket sim. Beautiful and lightweight and I love the stylus.,2019/2/10,positive,perfect perfect looking came unlocked compatible cricket sim beautiful lightweight love stylus
samsung,Easy to learn. It was easy for him to learn how to work this phonr6,2019/9/29,positive,easy learn easy learn work phonr
samsung,My daughter loves it!. My daughter loves it!,2017/1/3,positive,daughter loves daughter loves
samsung,Battery life. Battery runs down fast constantly charging phone,2018/11/13,negative,battery life battery runs fast constantly charging phone
samsung,I was lucky with this phone. Good phone still working,2019/7/13,positive,lucky phone good phone still working
samsung,Simple function and stabilize signal. Not difficult to learn the menu system. I'm a person don't know much about technology. This phone have everything I need.,2013/1/13,positive,simple function stabilize signal difficult learn menu system im person dont know much technology phone everything need
samsung,pantalla rallada. tiene un grado de uso mucho mayor al descrito. el glass de la pantalla muy rallado en los bordes,2019/2/14,negative,pantalla rallada tiene un grado de uso mucho mayor al descrito el glass de la pantalla muy rallado en los bordes
samsung,Loved it. Loved it,2019/8/6,positive,loved loved
samsung,item description. as advertised,2019/7/4,positive,item description advertised
samsung,"I'm very happy with this phone. I'm very happy with this phone! The most efficient Android I've had so far, without having to spend ridiculous iPhone money.",2017/8/24,positive,im happy phone im happy phone efficient android ive far without spend ridiculous iphone money
samsung,It is not new !!. This was sell as new... but it is not new. It is certified refurbished.,2018/11/4,neutral,new sell new new certified refurbished
samsung,Samsung S7. Works well,2018/12/8,positive,samsung works well
samsung,all perfect good product delivered on. all perfect good product delivered on time,2016/5/1,positive,perfect good product delivered perfect good product delivered time
samsung,Flawless. So far the phone has been flawless. I use it on Straight Talk CDMA.,2017/4/26,positive,flawless far phone flawless use straight talk cdma
samsung,Best Phone Ever. I am obsessed with this phone and will be keeping it for some time.,2019/3/28,positive,best phone ever obsessed phone keeping time
samsung,Great product. I live my phone,2019/4/1,positive,great product live phone
samsung,Epic!. I love it :),2019/11/5,positive,epic love
samsung,"Does not Work on U.S Carrier Sprint Network. The Phone may be international But, does not work on the Sprint network in the U.S",2018/10/4,negative,work us carrier sprint network phone may international work sprint network us
samsung,Simply a phone. Perfect for my husband's work phone. No problems and it does use Page Plus.,2017/7/21,positive,simply phone perfect husbands work phone problems use page plus
samsung,Garbage. Used refurbished phone was not new,2019/12/5,negative,garbage used refurbished phone new
samsung,Note 9. Que era rosa,2019/9/27,positive,note que era rosa
samsung,"Useful, sturdy phone. I've had this phone for almost a year at this point, and it's basically unchanged from when I got it. It's fast, it's dependable. Well worth the cost.",2019/2/12,positive,useful sturdy phone ive phone almost year point basically unchanged got fast dependable well worth cost
samsung,Misleading not unlocked phone. This phone was not unlocked as advertised. I Couldn't use it with the sprint network.,2019/9/26,negative,misleading unlocked phone phone unlocked advertised couldnt use sprint network
samsung,"Un gran telÃ©fono. Excelente, venia con una micro sd de 128, el envÃ­o fue rÃ¡pido y llego en excelentes condiciones. El telÃ©fono me ha dado unas muy buenas primeras impresiones.",2019/6/26,positive,un gran telacfono excelente venia con una micro sd de el envao fue rapido llego en excelentes condiciones el telacfono ha dado unas muy buenas primeras impresiones
samsung,It's good. Very good,2019/8/20,positive,good good
samsung,Not unlocked. I got this phone today and i insert my At&t sim card but i could not activate the phone isnt it suppose to be unlocked??,2018/10/24,negative,unlocked got phone today insert att sim card could activate phone isnt suppose unlocked
samsung,"Great so far. The phone is excellent, however it said it was a dual SIM phone.. it only has a 1 SIM slot and Memory card slot..",2018/12/12,positive,great far phone excellent however said dual sim phone sim slot memory card slot
samsung,"Accesory was okay. This is an alright phone, mainly using it for contact with my family.",2018/10/9,neutral,accesory okay alright phone mainly using contact family
samsung,Works great. All is good just had to get a sim card the that was shipped with phone did not work.Got a new card and phone works great.,2019/9/17,positive,works great good get sim card shipped phone workgot new card phone works great
samsung,Samsung Galaxy S+. excellent phone!!,2018/12/17,positive,samsung galaxy excellent phone
samsung,"No yet.. article not arrive. Por favor este telÃ©fono no fue recibido, informaciÃ³n urgente",2019/6/5,negative,yet article arrive por favor este telacfono fue recibido informacian urgente
samsung,Nice. Good phone,2019/10/15,neutral,nice good phone
samsung,"Insufficient Internal Storage. Insufficient Internal Storage, it should be 32GB, but turned out to be only 8GB. And when connected to computer, it shows ""Samsung S6 Edge"" rather than ""Samsung S7 Edge"".",2018/5/16,negative,insufficient internal storage insufficient internal storage gb turned gb connected computer shows samsung edge rather samsung edge
samsung,Nothing. Bad cheap phone,2019/11/19,negative,nothing bad cheap phone
samsung,Good. The battery last for 2 days with normal use. Its pretty good.,2019/12/21,positive,good battery last days normal use pretty good
samsung,International. does not work.. International. does not work.,2018/9/11,negative,international work international work
samsung,Works well. Love it,2019/11/11,positive,works well love
samsung,Wife love her phone. The phone worked perfectly my wife loves it thank you so much,2019/3/11,positive,wife love phone phone worked perfectly wife loves thank much
samsung,Being able to talk to the phone.. Great phone easy to use.,2018/3/28,positive,able talk phone great phone easy use
samsung,"phone. worked right out of box, no trouble and battery was charged. so far so good",2019/6/6,positive,phone worked right box trouble battery charged far good
samsung,"Very good. Very very good, I really like this phone.",2019/9/3,positive,good good really like phone
samsung,I totally enjoy My Galaxy. I was looking for new updated smartphone. Was looking at the Note 2 and the Htc one. Am dang glad I selected the Galaxy S4 love it.,2013/8/3,positive,totally enjoy galaxy looking new updated smartphone looking note htc one dang glad selected galaxy love
samsung,This phone. I love this phone..Coming from a HTC EVO 3d this phone is awesome....I had an iphone and you cannot compare the two....Whew!! I'm totally addicted.,2013/6/5,positive,phone love phonecoming htc evo phone awesomei iphone cannot compare twowhew im totally addicted
samsung,"I need my money back. I recieved a box with all accessories but no phone, i need my money back ..",2019/1/9,negative,need money back recieved box accessories phone need money back
samsung,WORKS GREAT. SAVED ABOUT $300 FROM NEW TO THIS REFURBISHED. WORKS GREAT. SAVED ABOUT $300 FROM NEW TO THIS REFURBISHED. LOOKED NEW.,2016/10/26,positive,works great saved new refurbished works great saved new refurbished looked new
samsung,"they are all in love, fantastic. Bought three of these for different members of my family, they are all in love, fantastic, beautiful phones.",2015/4/29,positive,love fantastic bought three different members family love fantastic beautiful phones
samsung,It lasted 3 months. The lcd screen burnt out with no reason... It is almost impossible to find a lcd replacement...,2017/1/27,negative,lasted months lcd screen burnt reason almost impossible find lcd replacement
samsung,"pantalla quemada. me llegÃ³ el del con el inconveniente de tener la pantalla quemada , esto no mencionado en el la pantalla de venta",2019/1/5,negative,pantalla quemada llega el del con el inconveniente de tener la pantalla quemada esto mencionado en el la pantalla de venta
samsung,"Great product, exactly as marketed. Came unlocked, in good condition, with all accessories.",2019/10/1,positive,great product exactly marketed came unlocked good condition accessories
samsung,Great!!. Product is great store is great I have no complaints,2019/3/12,positive,great product great store great complaints
samsung,tgy. same model as said brand new in box. It is the exynos model,2019/3/22,neutral,tgy model said brand new box exynos model
samsung,"Great value. I absolutely love this cellphone. Great battery life, good security, great resolution video and great camera. What else can you ask for?",2019/10/30,positive,great value absolutely love cellphone great battery life good security great resolution video great camera else ask
samsung,Pesimo miy pesimo. Pesimo supuestamente es 4G LTE Y ni si quiera puedo recibir una llamada por que no tiene servicio en ningun lugar solo llamadas de emergencia,2019/11/7,negative,pesimo miy pesimo pesimo supuestamente es g lte ni si quiera puedo recibir una llamada por que tiene servicio en ningun lugar solo llamadas de emergencia
samsung,Samsung Galaxy S8 Plus. I had the cellphone for two weeks and the volume button to increase the sound stopped functioning. I did the factory reset and still did not resolve the issue.,2019/7/21,negative,samsung galaxy plus cellphone two weeks volume button increase sound stopped functioning factory reset still resolve issue
samsung,Decepcion. SufrÃ­ decepciÃ³n. Lo pedÃ­ porque leÃ­ que se le podia poner dos sim cards.Tampoco indica en la descripciÃ³n del producto.,2019/11/4,neutral,decepcion sufra decepcian lo peda porque lea que se le podia poner dos sim cardstampoco indica en la descripcian del producto
samsung,Charger does not work. Recieved with no good charger,2019/7/27,neutral,charger work recieved good charger
samsung,Great product. Works great,2019/1/31,positive,great product works great
samsung,Good stuff. As expected thank you,2019/11/10,positive,good stuff expected thank
samsung,"Good phone. Still working great, no problems.",2018/7/11,positive,good phone still working great problems
samsung,It's real easy to use. I have no dislikes and it looks good,2019/7/23,positive,real easy use dislikes looks good
samsung,"Best decision I ever made, my son loves his new phone and battery life is better than his old phone.. My son loves the phone, that sums it up.",2019/10/1,positive,best decision ever made son loves new phone battery life better old phone son loves phone sums
samsung,"One of the best phones!. Overall, the Note 10 is a beautiful phone which will not cease to impress! It is extremely fast and has a superb camera also.",2019/12/11,positive,one best phones overall note beautiful phone cease impress extremely fast superb camera also
samsung,Bueno buen vendedor excelente. Excelente bueno,2019/8/1,positive,bueno buen vendedor excelente excelente bueno
samsung,"Great value!. Phone is completely functional, just a small blemish on the home button. Thumbprint function is great!",2017/4/6,positive,great value phone completely functional small blemish home button thumbprint function great
samsung,Mala inversiÃ³n. El telÃ©fono no estÃ¡ desbloqueado para uso internacional,2019/8/27,negative,mala inversian el telacfono esta desbloqueado para uso internacional
samsung,"Like new. Perfect, just like new!",2018/11/3,positive,like new perfect like new
samsung,Its not Unlocked. Phone conditions is very good but its not unlocked. So its not what they claim. I tried mailing them but never got any reply.,2012/8/12,negative,unlocked phone conditions good unlocked claim tried mailing never got reply
samsung,Lovely. Easy to handle,2019/8/18,positive,lovely easy handle
samsung,Cool. Works perfectly,2019/11/2,positive,cool works perfectly
samsung,Nothing. We got the wrong charger for the phone,2019/5/3,positive,nothing got wrong charger phone
samsung,La bateria. Cumple.con todo.lo que promete,2018/10/13,positive,la bateria cumplecon todolo que promete
samsung,"but it's a nice alternative.. Ultra slim and light weight. No sd card support. Slimmer battery so it doesn't last as long as the S5, but it's a nice alternative.",2014/12/2,positive,nice alternative ultra slim light weight sd card support slimmer battery doesnt last long nice alternative
samsung,Great stuff. Thank u so much guys it was great deal with u,2019/8/4,positive,great stuff thank u much guys great deal u
samsung,all good. good,2019/6/29,positive,good good
samsung,"Como nuevo. Pantalla perfecta, parte trasera sin ningÃºn rasguÃ±o, sÃ³lo habÃ­a rayones donde se carga el cel y cargador no original: era de sony/lg.",2018/7/19,positive,como nuevo pantalla perfecta parte trasera sin ningaon rasguao salo habaa rayones donde se carga el cel cargador original era de sonylg
samsung,Very pleased. Personal phone,2019/1/28,positive,pleased personal phone
samsung,Samsung s7. Im enjoying the phone,2019/8/26,neutral,samsung im enjoying phone
samsung,Very good phone this phone is solid it's easy to use unless you're not good with this things. Just like the s10 plus same stuff a little bit is missing,2019/11/9,positive,good phone phone solid easy use unless youre good things like plus stuff little bit missing
samsung,"TelÃ©fono. Me gustÃ³ mucho,,,pero deberÃ­a haber mejores ofertas para poder comprar mas",2019/5/5,positive,telacfono gusta muchopero deberaa haber mejores ofertas para poder comprar mas
samsung,Appreciation. Product came on time and very neat. Thanks.,2018/11/27,positive,appreciation product came time neat thanks
samsung,The phone looks brand new!. I love everything about this phone! Excuse the glare on my screen!,2019/1/31,positive,phone looks brand new love everything phone excuse glare screen
samsung,Not working !!!. Is not working no signal anywhere default !!,2018/9/13,negative,working working signal anywhere default
samsung,Avoid. Phone did not arrive on time. Picture messaging also does not work.,2019/12/13,negative,avoid phone arrive time picture messaging also work
samsung,"i love this phone!!!. its amazing! takes beautiful pics, doesnt drop calls, has alot of space, works good, is fast, i love it!!!",2019/6/18,positive,love phone amazing takes beautiful pics doesnt drop calls alot space works good fast love
samsung,Works great. Pretty smart and intuitive,2019/7/17,positive,works great pretty smart intuitive
samsung,Talk able. Good,2019/10/7,positive,talk able good
samsung,Grea. The phone looked like new with no issues.,2018/12/8,positive,grea phone looked like new issues
samsung,"great phone. Great phone, awesome features, amazing battery life.",2019/8/10,positive,great phone great phone awesome features amazing battery life
samsung,I will get one more. Great,2018/12/18,positive,get one great
samsung,Would not work. Whent to AT&t put SIM card in and it siad no service would not work.,2019/12/15,negative,would work whent att put sim card siad service would work
samsung,I like everything except that it gets a little warm on .... I like everything except that it gets a little warm on heavy use,2017/11/16,positive,like everything except gets little warm like everything except gets little warm heavy use
samsung,great phone. great phone,2019/6/8,positive,great phone great phone
samsung,Awesome. Awesome,2019/12/1,positive,awesome awesome
samsung,"Like new. I do prefer the S8+, but this is a very good phone",2019/6/11,positive,like new prefer good phone
samsung,Good phone. Everything perfect.,2018/11/21,positive,good phone everything perfect
samsung,Best phone on the market. Best phone on the market. Hands down,2016/5/3,positive,best phone market best phone market hands
samsung,Phone. The phone discharged real fast,2019/6/14,negative,phone phone discharged real fast
samsung,Perfecto. Hermoso,2019/6/29,positive,perfecto hermoso
samsung,Great Phone. Works perfectly. A few marks but nothing really noticeable. Phone also came very fast,2018/7/28,positive,great phone works perfectly marks nothing really noticeable phone also came fast
samsung,Great Phone. Great phone. Looks and acts like it was brand new. We use Verizon Wireless and this phone is excellent on their network.,2017/9/8,positive,great phone great phone looks acts like brand new use verizon wireless phone excellent network
samsung,very satisfied. Phone was just as described in the ad. Very happy with condition and usability of the phone. Phone arrived quickly.,2016/12/12,positive,satisfied phone described ad happy condition usability phone phone arrived quickly
samsung,A+++. This was an excellent deal. Got this phone for a penny - it arrived promptly. I've had it for month and still no complaints.,2013/12/30,positive,excellent deal got phone penny arrived promptly ive month still complaints
samsung,IT IS PERFECT & my Daughter loves it. It was the way it has been described. IT IS PERFECT & my Daughter loves it.,2014/10/4,positive,perfect daughter loves way described perfect daughter loves
samsung,"Better than advertised. Came when expected, in better condition than expected, no problems so far. 110% satisfied",2019/5/16,positive,better advertised came expected better condition expected problems far satisfied
samsung,Nice phone. A lot of features I am still .... Nice phone. A lot of features I am still learning how to use.,2017/11/1,positive,nice phone lot features still nice phone lot features still learning use
samsung,Style. I just love the phone. Works well. It was definitely a step up from my S4.,2019/11/28,positive,style love phone works well definitely step
samsung,Excellent. Excellent,2019/1/31,positive,excellent excellent
samsung,Great phone Samsung. Can't say in words but man this s4 is awesome,2014/10/8,positive,great phone samsung cant say words man awesome
samsung,Easy to use. The width could have been wider.,2019/2/16,positive,easy use width could wider
samsung,It is soo good and the brightness is cool. To use my social media,2018/11/13,positive,soo good brightness cool use social media
samsung,Works with t mobile in usa. Works great. Finger print lock works but do it after applying a screen protector. Works with t mobile in the usa.,2019/12/16,positive,works mobile usa works great finger print lock works applying screen protector works mobile usa
samsung,Flawless. So far the phone has been flawless. I use it on Straight Talk CDMA.,2017/4/26,positive,flawless far phone flawless use straight talk cdma
samsung,"but it looks like a great phone. Have not set up yet, but it looks like a great phone.",2017/7/18,positive,looks like great phone set yet looks like great phone
samsung,Nice. Nice,2019/1/18,positive,nice nice
samsung,Not unlocked. Not unlocked,2018/11/14,negative,unlocked unlocked
samsung,"S10e brand new. Works very well, haven't tried the finger print or face rec.",2019/6/26,positive,se brand new works well havent tried finger print face rec
samsung,Horrible Battery. Battery life was very bad.,2018/12/4,negative,horrible battery battery life bad
samsung,Good phone.bad battery. Battery life is no good!!!!!,2019/2/2,negative,good phonebad battery battery life good
samsung,"Who needs the Note 7?. Great phone. I prefer 6"" screens, but this works for now on Verizon.",2016/11/3,positive,needs note great phone prefer screens works verizon
samsung,"Convoy Phone. Love it , the battery life lasts longer than my smart phone. A good little second phone to own and use",2014/1/6,positive,convoy phone love battery life lasts longer smart phone good little second phone use
samsung,The phone meet my expectations.. Late but itâs fine and work fine.,2019/10/24,positive,phone meet expectations late itas fine work fine
samsung,I just want to get the phone. My birthday is coming up,2019/11/9,positive,want get phone birthday coming
samsung,did me right. good job you got through with my issues without charging me . thanks again for your concerns over the issue,2014/5/24,positive,right good job got issues without charging thanks concerns issue
samsung,Second hand. I aks for a new cellphone and got a second hand,2018/10/12,negative,second hand aks new cellphone got second hand
samsung,B. So disappointed with the camera.,2018/7/20,neutral,b disappointed camera
samsung,great deal. great deal on a good phone,2018/12/19,positive,great deal great deal good phone
samsung,Sad. But happy. It did not come with the correct charging cord so I had to get a cord. It holds a charge much better now.,2016/4/16,positive,sad happy come correct charging cord get cord holds charge much better
samsung,Ehhhh. Battery life is a no go and got a crack in my screen from a 4 inch drop...,2019/12/10,neutral,ehhhh battery life go got crack screen inch drop
samsung,"It's not an unlocked phone. Carrier locked, said it was an unlocked phone but its not",2019/7/14,negative,unlocked phone carrier locked said unlocked phone
samsung,"Unlocked does not work with all carriers.. Advertised as working with all carriers however, does not work on Verizon according to ""Live Chat"" agent. This should be corrected in the description of the item.",2018/8/18,positive,unlocked work carriers advertised working carriers however work verizon according live chat agent corrected description item
samsung,Funciona bien. ð,2019/10/13,positive,funciona bien
samsung,"Works perfect.. Got it for my mother. She uses it for Facebook, texts and calls. She is happy with it.",2019/2/4,positive,works perfect got mother uses facebook texts calls happy
samsung,"i love it. this go phone is suitable for me, a person has not too much phones. i think this phone is good for the people who just need a phone for emergency.",2013/3/5,positive,love go phone suitable person much phones think phone good people need phone emergency
samsung,All Bad. Horrible. My previous comment was deleted. I haven't been able to get in contact with anyone.,2016/6/13,negative,bad horrible previous comment deleted havent able get contact anyone
samsung,New phone is used...will not unlock. Phone asks for code from previously used google acct...will not unlock...used phone advertised as new,2019/9/3,negative,new phone usedwill unlock phone asks code previously used google acctwill unlockused phone advertised new
samsung,Wi-Fi calling issues.. Wi-Fi calling cannot be turn off or on at all. It is always on.,2019/7/4,negative,wifi calling issues wifi calling cannot turn always
samsung,Great clear picture. Got for my husband as a gift and it work great for him,2019/2/26,positive,great clear picture got husband gift work great
samsung,outstanding. In the short time .I have had a blast the phone is a work of art It is magnificent.I'm learning something new every single day,2013/12/13,positive,outstanding short time blast phone work art magnificentim learning something new every single day
samsung,Good barebones phone. I needed a phone to replace the one that my son broke. This was a great cheap phone that does the job. Reliable and good signal.,2013/12/20,positive,good barebones phone needed phone replace one son broke great cheap phone job reliable good signal
samsung,Good product. Good device. Bought for family and no complaint until now.,2019/10/2,positive,good product good device bought family complaint
samsung,Could have been better if it wasn't lost are stolen. Good phone if it work can't activate because it was reported lost are stolen,2019/5/1,negative,could better wasnt lost stolen good phone work cant activate reported lost stolen
samsung,Good value. Good,2019/12/19,positive,good value good
samsung,Great. Great,2019/10/18,positive,great great
samsung,Fingerprint reader doesn't work.. I like it. The only thing that doesn't work is the fingerprint reader. Huge bummer but I got used to it.,2019/9/3,positive,fingerprint reader doesnt work like thing doesnt work fingerprint reader huge bummer got used
samsung,Awesome Galaxy 7S. Great phone love it!,2018/12/26,positive,awesome galaxy great phone love
samsung,"Great phone, bad charger.. Love the phone, but the wall charger will not work.",2019/9/11,positive,great phone bad charger love phone wall charger work
samsung,"Incredible Phone. This phone is lightning fast, amazingly efficient and worth every penny.",2019/9/10,positive,incredible phone phone lightning fast amazingly efficient worth every penny
samsung,it works well. everything works great. great camera. weak speakers,2019/8/24,positive,works well everything works great great camera weak speakers
samsung,Great Phone !!!!!!. I switched from a iphone and I love the big screen. It super fast and has not crashed yet. I think my will get one now. S4,2013/10/20,positive,great phone switched iphone love big screen super fast crashed yet think get one
samsung,very good. the only problem was trhat the mic is not so clear but with a bluetooth or earpiece it works fine,2012/9/10,neutral,good problem trhat mic clear bluetooth earpiece works fine
samsung,"I knew better, but did it anyway.. junk. I was trying to help someone in need. Lesson learned. JUNK",2015/10/22,negative,knew better anyway junk trying help someone need lesson learned junk
samsung,Best phone. Not complains.. Best phone ever,2017/7/26,positive,best phone complains best phone ever
samsung,Built to last. Great phone. Very durable. Great for hard working people.,2019/2/21,positive,built last great phone durable great hard working people
samsung,Excellent. My first smartphone and really pleased to opt for windows over iphone or android. Phone has exceeded all my expectations.,2012/4/11,positive,excellent first smartphone really pleased opt windows iphone android phone exceeded expectations
samsung,None. Great phone. Takes great pictures. Much better than the J3 I had before,2019/5/5,positive,none great phone takes great pictures much better j
samsung,worked. Good kid phone,2019/11/29,positive,worked good kid phone
samsung,perfect like new condition. 6 months later no issues still,2019/9/30,positive,perfect like new condition months later issues still
samsung,"Good Value. Good phone, wrap screen is nice. Wish it was little bigger.",2019/9/4,positive,good value good phone wrap screen nice wish little bigger
samsung,Note 8. I love it,2019/8/23,positive,note love
samsung,"Mine works great!. I've had it for a few months, no complaints. I've been burned before on refurbished phones but this one is fine",2017/12/30,positive,mine works great ive months complaints ive burned refurbished phones one fine
samsung,excellent. Phone is awesome. .,2015/3/25,positive,excellent phone awesome
samsung,Disappointed. Great phone BUT NOT 64GB as advertised!,2018/9/1,negative,disappointed great phone gb advertised
samsung,"I absolutely love it!. Phone came in generic box, but all accessories are Samsung brand. Phone looks and performs like a brand new phone. I am so happy I bought this phone",2019/3/12,positive,absolutely love phone came generic box accessories samsung brand phone looks performs like brand new phone happy bought phone
samsung,Nnnnmm. Yes,2019/9/6,positive,nnnnmm yes
samsung,FYI on Galaxy Note 3. This is a excellent phone to use. I am so excited for this new device. I need a protect case and screen protector sheets.,2014/3/10,positive,fyi galaxy note excellent phone use excited new device need protect case screen protector sheets
samsung,Very good. Shipped and delivered fast.. Great phone. Everything works as described and in very good condition. Thank you.,2018/11/2,positive,good shipped delivered fast great phone everything works described good condition thank
samsung,Awesome phone. Very happy with it. Awesome phone. Very happy with it.,2014/10/5,positive,awesome phone happy awesome phone happy
samsung,Great. worked great but now we can't use it due to Verizon & cell co. regulations,2019/4/26,positive,great worked great cant use due verizon cell co regulations
samsung,"Absolutely love this phone. Absolutely love this phone, I have been always a note fan and I have been waiting for Note 8 glad I got it",2017/12/29,positive,absolutely love phone absolutely love phone always note fan waiting note glad got
samsung,Muchas better. I like very good product because it has very good technology and to be in communication with my family,2019/9/11,positive,muchas better like good product good technology communication family
samsung,"Love it. Easy to use, really like using it",2019/3/1,positive,love easy use really like using
samsung,Puedo obtener la sking ikonik?. Alguien sabe si puedo tener la skin ikonik?,2019/6/5,positive,puedo obtener la sking ikonik alguien sabe si puedo tener la skin ikonik
samsung,Excellent phone! I don't have problem I love. Excellent phone! I don't have problem I love :),2015/11/22,positive,excellent phone dont problem love excellent phone dont problem love
samsung,I liked it. I really like this phone and I reccomend it!,2019/7/26,positive,liked really like phone reccomend
samsung,Buenisimo. Recomendado,2019/9/22,positive,buenisimo recomendado
samsung,Love it Great for all my work and business. Love it Great for all my work and business needs,2014/8/3,positive,love great work business love great work business needs
samsung,Not good at all.. Not satisfied with the product.,2018/8/13,negative,good satisfied product
samsung,"Great phone!. Phone arrived in perfect condition. It looked brand new, other than being in different packaging. Didn't come with a manual, but they are easier to access online anyway.",2019/7/14,positive,great phone phone arrived perfect condition looked brand new different packaging didnt come manual easier access online anyway
samsung,Phone worked great for a few weeks. Now the screen is not working or. The phone screen is not working properly. It doesnât work with my finger anymore only with the pen.,2018/9/18,negative,phone worked great weeks screen working phone screen working properly doesnat work finger anymore pen
samsung,Working fine.. Everything I expected. Working fine.,2015/1/16,positive,working fine everything expected working fine
samsung,"Review for Samsung phone. It works great, we are very pleased with the product. Thank you",2016/5/14,positive,review samsung phone works great pleased product thank
samsung,"otherwise works good.. issues with loading contacts and deleting multimedia messages, otherwise works good.",2018/3/28,positive,otherwise works good issues loading contacts deleting multimedia messages otherwise works good
samsung,Just grwat. Great,2019/7/22,positive,grwat great
samsung,El telÃ©fono es muy bueno. El detector de huellas dactilares deja mucho que desear,2019/12/14,positive,el telacfono es muy bueno el detector de huellas dactilares deja mucho que desear
samsung,The Best Galaxy Note Ever. I really like this phone it has all special features and especially the two duo cameras,2019/8/2,positive,best galaxy note ever really like phone special features especially two duo cameras
samsung,"Recibido en tiempo y en buenas condiciones.. VenÃ­a desbloqueado de fÃ¡brica, por lo que se conectÃ³ sin problemas.. Hasta hora funciona perfectamente",2019/7/7,positive,recibido en tiempo en buenas condiciones venaa desbloqueado de fabrica por lo que se conecta sin problemas hasta hora funciona perfectamente
samsung,Convenient. Laptop that goes in your pocket!,2019/11/17,positive,convenient laptop goes pocket
samsung,Who Needs IPHONE when U have Samsung. Samsung is greatest.,2014/9/20,positive,needs iphone u samsung samsung greatest
samsung,Competent phone with all the latest features.. Solid phone with decent battery life. Samsung keeps incrementally improving the camera and other features in their latest iteration of the phone.,2017/3/27,positive,competent phone latest features solid phone decent battery life samsung keeps incrementally improving camera features latest iteration phone
samsung,"tough, slow. tough, but lags",2015/4/14,neutral,tough slow tough lags
samsung,Bonito. Todo bien,2019/6/12,positive,bonito todo bien
samsung,Absolute love. Love it,2017/10/26,positive,absolute love love
samsung,Neat.. Great Phone.,2019/12/6,positive,neat great phone
samsung,Lasted a year before having glitches. Gave me a .... Lasted a year before having glitches. Gave me a year to save for a real one from my cell phone provider.,2017/9/9,neutral,lasted year glitches gave lasted year glitches gave year save real one cell phone provider
samsung,Best Phone of 2016. Best phone of 2016,2017/1/28,positive,best phone best phone
samsung,Galaxy s6. My grandson loves his phone. It works great!,2016/11/20,positive,galaxy grandson loves phone works great
samsung,Samsung M10. Exelente,2019/6/5,positive,samsung exelente
samsung,Thank you reviewer!. Thank you for the warning. I almost bought one.,2019/10/6,negative,thank reviewer thank warning almost bought one
samsung,Couldn't be happier unless it was free. everything my old one was. Couldn't be happier unless it was free.,2017/2/6,positive,couldnt happier unless free everything old one couldnt happier unless free
samsung,Good value. Recieved a near flawless phone that works great. The only complaint I have is that the battery doesn't seem to last long at all but other than that it's a good deal!,2019/8/22,positive,good value recieved near flawless phone works great complaint battery doesnt seem last long good deal
samsung,Amazing. Excelente,2019/3/29,positive,amazing excelente
samsung,Perfect. Perfect,2019/5/5,positive,perfect perfect
samsung,GREAT LOOKING CELL PHONE!!!!. The phone is great!!!! It was brand new and my wife loves it. I bought it for her birthday and she is extremely happy with it.,2017/5/2,positive,great looking cell phone phone great brand new wife loves bought birthday extremely happy
samsung,"phone. works great, no problems at all. Great to deal with.",2019/6/21,positive,phone works great problems great deal
samsung,This phone is a must. This phone is awesome. Has lived up to everything that I heard about it . The pictures are very clear,2013/12/24,positive,phone must phone awesome lived everything heard pictures clear
samsung,Wish the s pen work. Works good but s pen work connects to the phone for some reason,2019/12/2,positive,wish pen work works good pen work connects phone reason
samsung,"Awesome Phone. This Phone Is Really Good, Takes Good Pictures & Everything Is Working Well!!",2019/6/6,positive,awesome phone phone really good takes good pictures everything working well
samsung,Samsung Note 9. Still new. Still fresh. Still delivers. Easy to use. Everything it claims.,2019/12/24,positive,samsung note still new still fresh still delivers easy use everything claims
samsung,"This phone is unlocked. the phone is unlocked, with some at&t pre-install apps. I bought this on 7/26/2012. the UI is more responsive than android phone.",2012/7/27,positive,phone unlocked phone unlocked att preinstall apps bought ui responsive android phone
samsung,It works :). Personal,2019/5/23,neutral,works personal
samsung,Weather it can be used in other countries. It was fine. Now the phone will not work without the charger.,2019/6/29,negative,weather used countries fine phone work without charger
samsung,Muy original. Excelente .. tal como se describe,2019/11/1,positive,muy original excelente tal como se describe
samsung,"Came looking like new. Currently my wife is using this phone and it works great,no complains .",2019/3/1,positive,came looking like new currently wife using phone works greatno complains
